Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30547925,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30547988,05/05/2015,05/14/2015,DOF,DRIE Unit,DOF Property - Reduction Issue,DRIE Exemption,Apartment Building,11104,41-29 41 STREET,41 STREET,SKILLMAN AVENUE,43 AVENUE,,,ADDRESS,SUNNYSIDE,,N/A,Closed,05/12/2015,See notes.,05/14/2015,02 QUEENS,QUEENS,1005669,211375,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74682618,-73.9226991,"(40.74682618465478, -73.92269909943505)"
27969798,05/04/2014,05/04/2014,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1737 56 STREET,56 STREET,17 AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/04/2014,The Police Department issued a summons in response to the complaint.,05/04/2014,12 BROOKLYN,BROOKLYN,988068,167020,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.625107,-73.98624602,"(40.62510699868429, -73.98624601700608)"
29228050,11/05/2014,11/05/2014,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,159-36 NORMAL ROAD,NORMAL ROAD,PARSONS BOULEVARD,160 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,11/05/2014,The Police Department responded and upon arrival those responsible for the condition were gone.,11/05/2014,08 QUEENS,QUEENS,1038425,197923,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70976381,-73.80459168,"(40.70976381316068, -73.80459168171458)"
30548004,05/05/2015,05/08/2015,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10302,67 ORANGE AVENUE,ORANGE AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/08/2015,01 STATEN ISLAND,STATEN ISLAND,945134,168086,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62794741,-74.14091774,"(40.62794740822865, -74.14091773846887)"
28607537,08/02/2014,08/03/2014,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10302,115 HOOKER PLACE,HOOKER PLACE,NICHOLAS AVENUE,TRANTOR PLACE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,08/03/2014,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/03/2014,01 STATEN ISLAND,STATEN ISLAND,944488,169325,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63134532,-74.14325229,"(40.6313453213071, -74.14325228764221)"
27696995,03/22/2014,03/03/2015,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,11236,,,,,BEVERLEY ROAD,RALPH AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,04/05/2014,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/03/2015,17 BROOKLYN,BROOKLYN,1006400,174979,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64692588,-73.92018062,"(40.64692588282532, -73.92018062082825)"
32052348,11/23/2015,11/28/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10001,360 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",11/28/2015,04 MANHATTAN,MANHATTAN,985099,212659,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75037634,-73.99693581,"(40.750376340381756, -73.99693580682785)"
30548017,05/05/2015,05/14/2015,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10025,227 WEST  109 STREET,WEST  109 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/14/2015,07 MANHATTAN,MANHATTAN,993803,231791,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80288352,-73.96549431,"(40.80288352131796, -73.96549431250443)"
30549131,05/05/2015,05/08/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,1685 SELWYN AVENUE,SELWYN AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/08/2015,04 BRONX,BRONX,1009053,246805,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84406302,-73.91035544,"(40.84406302394415, -73.91035543921193)"
30549139,05/05/2015,05/12/2015,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11365,189-02 64 AVENUE,64 AVENUE,,,,,ADDRESS,Fresh Meadows,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/12/2015,08 QUEENS,QUEENS,1044146,208815,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73962274,-73.78385927,"(40.73962274062976, -73.78385927150293)"
31527109,09/13/2015,11/09/2015,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10280,375 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/29/2015,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,11/09/2015,01 MANHATTAN,MANHATTAN,979836,198408,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.71125978,-74.01592157,"(40.71125977620728, -74.01592156832515)"
30549193,05/05/2015,05/06/2015,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,11369,23-34 96 STREET,96 STREET,23 AVENUE,24 AVENUE,,,ADDRESS,East Elmhurst,,N/A,Closed,,,05/06/2015,03 QUEENS,QUEENS,1019111,218922,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76749798,-73.87414801,"(40.767497977980206, -73.87414801328684)"
30549169,05/05/2015,05/06/2015,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,,,,,,JEROME AVE,167 ST E,INTERSECTION,,,N/A,Closed,,,05/06/2015,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
23598146,07/11/2012,07/12/2012,DSNY,BCC - Queens East,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11355,138-70 ELDER AVENUE,ELDER AVENUE,COLDEN STREET,KISSENA BOULEVARD,,,ADDRESS,FLUSHING,,DSNY Garage,Closed,,,07/12/2012,07 QUEENS,QUEENS,1033068,213331,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75208609,-73.82380245,"(40.752086090949554, -73.82380244705087)"
30549205,05/05/2015,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10035,235 EAST 117 STREET,EAST 117 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,05/10/2015,The Department of Parks and Recreation usually requires 5 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,11 MANHATTAN,MANHATTAN,1001240,230111,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79826121,-73.93863593,"(40.798261210977955, -73.93863593051017)"
28683776,08/14/2014,08/18/2014,DOT,Department of Transportation,Street Condition,Cave-in,Street,11214,,,,,83 STREET,21 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,08/24/2014,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,08/18/2014,11 BROOKLYN,BROOKLYN,985842,159693,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60499658,-73.9942667,"(40.60499657847578, -73.99426669846763)"
28605155,08/02/2014,08/04/2014,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11216,,,,,NEW YORK AVENUE,ATLANTIC AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,,08/04/2014,03 BROOKLYN,BROOKLYN,998973,186411,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67831965,-73.94691947,"(40.678319650363214, -73.9469194655582)"
31288419,08/11/2015,10/22/2015,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10025,104 WEST 96 STREET,WEST 96 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,08/25/2015,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,10/22/2015,07 MANHATTAN,MANHATTAN,993099,228213,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.79306362,-73.96804189,"(40.79306361892675, -73.96804189380556)"
30550100,05/05/2015,05/05/2015,DSNY,Manhattan 02,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,BOWERYY,BOWERYY,,,,,ADDRESS,,,DSNY Garage,Closed,,,05/05/2015,02 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30549286,05/05/2015,05/07/2015,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10310,1064 CASTLETON AVENUE,CASTLETON AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,05/07/2015,01 STATEN ISLAND,STATEN ISLAND,951515,170464,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63450039,-74.11794137,"(40.63450038697741, -74.1179413678447)"
30549268,05/05/2015,05/06/2015,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11228,8747 14 AVENUE,14 AVENUE,BENSON AVENUE,BATH AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,,05/06/2015,11 BROOKLYN,BROOKLYN,980181,161477,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6098925,-74.01465485,"(40.60989250214163, -74.0146548460493)"
30549341,05/05/2015,05/09/2015,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11208,345 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/09/2015,05 BROOKLYN,BROOKLYN,1016949,185465,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67567495,-73.8821156,"(40.675674946127806, -73.88211560250245)"
31975144,11/13/2015,11/13/2015,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11221,CORNELIA STREET,CORNELIA STREET,BROADWAY,BUSHWICK AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,11/13/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/2015,04 BROOKLYN,BROOKLYN,1007103,189970,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68807103,-73.91759648,"(40.68807103459932, -73.91759648461306)"
29906052,02/09/2015,02/09/2015,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,2124 EAST 7 STREET,EAST 7 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/10/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,02/09/2015,15 BROOKLYN,BROOKLYN,994171,157447,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59882635,-73.9642746,"(40.59882635479868, -73.96427460445068)"
28684220,08/14/2014,08/15/2014,DOF,Personal Exemption Unit,DOF Parking - Tax Exemption,Tax Exemption,Address,10014,353 WEST STREET,WEST STREET,WEST HOUSTON STREET,CLARKSON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,08/19/2014,See notes.,08/15/2014,02 MANHATTAN,MANHATTAN,981306,205133,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72971889,-74.01062213,"(40.729718891097775, -74.01062212985104)"
30549329,05/05/2015,05/06/2015,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10036,1585 BROADWAY,BROADWAY,BROADWAY,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,08/03/2015,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",05/06/2015,05 MANHATTAN,MANHATTAN,988313,216244,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76021536,-73.98533374,"(40.760215360467875, -73.98533373855116)"
31413886,08/28/2015,08/29/2015,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,11691,,,,,SEAGIRT BOULEVARD,BEACH 6 STREET,INTERSECTION,Far Rockaway,,DSNY Garage,Closed,,,08/29/2015,14 QUEENS,QUEENS,1056528,157171,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59777962,-73.73973154,"(40.59777961785002, -73.73973154040637)"
30548370,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30549427,05/05/2015,05/12/2015,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,11230,1440 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,05/12/2015,12 BROOKLYN,BROOKLYN,993007,162794,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.613504,-73.96845922,"(40.61350400300623, -73.96845922046364)"
29903481,02/09/2015,02/09/2015,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11216,,,,,BROOKLYN AVENUE,HERKIMER STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,02/09/2015,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2015,03 BROOKLYN,BROOKLYN,999769,186782,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6793366,-73.94404881,"(40.67933660144248, -73.94404880925875)"
30548307,05/05/2015,05/06/2015,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11379,64-09 PLEASANTVIEW STREET,PLEASANTVIEW STREET,,,,,ADDRESS,Middle Village,,N/A,Closed,,,05/06/2015,05 QUEENS,QUEENS,1016858,199988,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71553751,-73.88237336,"(40.71553750881716, -73.88237336350073)"
30548312,05/05/2015,05/06/2015,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11436,129-36 145 STREET,145 STREET,,,,,ADDRESS,Jamaica,,N/A,Closed,,,05/06/2015,12 QUEENS,QUEENS,1041363,183840,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67109085,-73.79411379,"(40.67109085267442, -73.79411379497573)"
30548325,05/05/2015,05/07/2015,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11208,720 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/07/2015,05 BROOKLYN,BROOKLYN,1016651,184289,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67244819,-73.88319559,"(40.672448189118754, -73.88319558550123)"
31481643,09/07/2015,09/07/2015,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10474,854 HUNTS POINT AVENUE,HUNTS POINT AVENUE,GILBERT PLACE,SENECA AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/08/2015,The Police Department responded to the complaint and took action to fix the condition.,09/07/2015,02 BRONX,BRONX,1015056,237265,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81785958,-73.88870285,"(40.81785958063522, -73.88870284938993)"
30550441,05/05/2015,05/07/2015,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,,27 STREET,27 STREET,,,,,ADDRESS,,,N/A,Closed,,,05/07/2015,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30916939,06/23/2015,07/09/2015,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,10458,261 EAST FORDHAM ROAD,EAST FORDHAM ROAD,VALENTINE AVENUE,TIEBOUT AVENUE,,,ADDRESS,BRONX,,N/A,Closed,07/11/2015,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",07/09/2015,07 BRONX,BRONX,1013136,253421,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86220955,-73.89556991,"(40.86220955102991, -73.89556991017783)"
30549437,05/05/2015,05/05/2015,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,50-61 96 STREET,96 STREET,51 AVENUE,CHRISTIE AVENUE,,,ADDRESS,CORONA,,Precinct,Closed,05/06/2015,The Police Department responded to the complaint and determined that police action was not necessary.,05/05/2015,04 QUEENS,QUEENS,1021244,209195,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7407912,-73.86650118,"(40.74079119588855, -73.86650118006337)"
30549410,05/05/2015,10/26/2015,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11385,70-05 68 PLACE,68 PLACE,,,,,ADDRESS,Ridgewood,,N/A,Closed,,,10/26/2015,05 QUEENS,QUEENS,1016118,196132,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70495641,-73.88506101,"(40.70495640953442, -73.88506100918167)"
30548373,05/05/2015,05/08/2015,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11105,21-37 33 STREET,33 STREET,,,,,ADDRESS,Astoria,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/08/2015,01 QUEENS,QUEENS,1009652,222170,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77644512,-73.90828372,"(40.77644512492342, -73.9082837214441)"
30548380,05/05/2015,05/11/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11208,126 GRANT AVENUE,GRANT AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,05/11/2015,05 BROOKLYN,BROOKLYN,1020770,189945,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68795657,-73.86831611,"(40.68795657482866, -73.86831611141713)"
30548394,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30548399,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
31610109,09/24/2015,09/29/2015,DOHMH,Department of Health and Mental Hygiene,Asbestos,N/A,1-2 Family Dwelling,11418,86-36 121 STREET,121 STREET,HILLSIDE AVENUE,JAMAICA AVENUE,,,ADDRESS,Richmond Hill,,N/A,Closed,11/08/2015,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the agency. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your service request number for future reference.,09/29/2015,09 QUEENS,QUEENS,1031529,194802,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70123696,-73.82948728,"(40.701236955981905, -73.82948728397085)"
29906836,02/09/2015,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Commercial Building,11232,241 37 STREET,37 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,03/18/2015,The Department of Health and Mental Hygiene has received and processed your complaint.  The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation.  Inspection results are not published.,02/10/2015,07 BROOKLYN,BROOKLYN,981917,178202,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65579971,-74.00840828,"(40.655799708738286, -74.00840827793384)"
30556766,05/06/2015,05/14/2015,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,,99 AVENUE,99 AVENUE,,,,,ADDRESS,,,N/A,Closed,,,05/14/2015,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
28284815,06/18/2014,07/29/2014,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11435,135-34 82 AVENUE,82 AVENUE,135 STREET,138 STREET,,,ADDRESS,JAMAICA,,N/A,Closed,08/27/2014,The Department of Parks and Recreation has corrected the condition.,07/29/2014,08 QUEENS,QUEENS,1033414,199655,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71454699,-73.82265357,"(40.71454699404271, -73.82265357489565)"
