Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
24626099,12/19/2012 10:18:00 AM,01/24/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11692,240 BEACH BREEZE LN,BEACH BREEZE LN,BEACH 74 ST,BEACH BREEZE DR,,,ADDRESS,Arverne,,N/A,Closed,,01/24/2013 12:00:00 AM,Unspecified QUEENS,QUEENS,1038788,154112,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58951021947865,-73.80363659048083,"(40.58951021947865, -73.80363659048083)"
24631884,12/20/2012 08:46:00 AM,12/28/2012 07:44:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11697,27 ROOSEVELT WALK,ROOSEVELT WALK,WEST END AVENUE,DEAD END,,,ADDRESS,Breezy Point,,N/A,Closed,,12/28/2012 07:44:00 AM,14 QUEENS,QUEENS,1005447,142381,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.55745337249827,-73.92371713113911,"(40.55745337249827, -73.92371713113911)"
24631019,12/20/2012 04:07:00 PM,12/31/2012 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10312,108 VINELAND AVENUE,VINELAND AVENUE,CARLTON BOULEVARD,ARDEN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/31/2012 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,932885,139890,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.550492644820224,-74.18483105104751,"(40.550492644820224, -74.18483105104751)"
24630303,12/19/2012 07:57:00 PM,12/20/2012 08:16:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11697,83 OCEAN AVENUE,OCEAN AVENUE,ROCKAWAY POINT BOULEVARD,DEAD END,,,ADDRESS,Breezy Point,,N/A,Closed,,12/20/2012 08:16:00 AM,14 QUEENS,QUEENS,1007549,143403,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56025329123034,-73.91614902604225,"(40.56025329123034, -73.91614902604225)"
24624336,12/19/2012 10:57:00 AM,12/20/2012 09:48:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10032,621 WEST 172 STREET,WEST 172 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/20/2012 09:48:00 AM,12 MANHATTAN,MANHATTAN,1001040,246802,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84407366151191,-73.93931652324368,"(40.84407366151191, -73.93931652324368)"
24637830,12/21/2012 11:30:00 AM,12/24/2012 06:57:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11235,2750 HOMECREST AVENUE,HOMECREST AVENUE,NASSAU COURT,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/24/2012 06:57:00 AM,15 BROOKLYN,BROOKLYN,996386,152146,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5842734175381,-73.95630793985791,"(40.5842734175381, -73.95630793985791)"
24644150,12/21/2012 11:27:00 AM,12/24/2012 06:56:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11235,2750 HOMECREST AVENUE,HOMECREST AVENUE,NASSAU COURT,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/24/2012 06:56:00 AM,15 BROOKLYN,BROOKLYN,996386,152146,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5842734175381,-73.95630793985791,"(40.5842734175381, -73.95630793985791)"
24632659,12/20/2012 08:26:00 AM,01/24/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11220,413 68 ST,68 ST,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/24/2013 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,977967,170645,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63505545286828,-74.02263728615078,"(40.63505545286828, -74.02263728615078)"
24637831,12/21/2012 11:22:00 AM,01/31/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11235,2750 HOMECREST AVE,HOMECREST AVE,NASSAU CT,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/31/2013 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,996386,152146,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5842734175381,-73.95630793985791,"(40.5842734175381, -73.95630793985791)"
24646952,12/22/2012 11:34:00 AM,01/24/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10466,2208 LIGHT ST,LIGHT ST,SECOR AVE,DYRE AVE,,,ADDRESS,BRONX,,N/A,Closed,,01/24/2013 12:00:00 AM,Unspecified BRONX,BRONX,1030751,262783,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88783009671424,-73.83182244080261,"(40.88783009671424, -73.83182244080261)"
24648881,12/22/2012 01:53:00 PM,01/24/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11694,136 BEACH 117 ST,BEACH 117 ST,OCEAN PROM,ROCKAWAY BEACH BLVD,,,ADDRESS,Rockaway Park,,N/A,Closed,,01/24/2013 12:00:00 AM,Unspecified QUEENS,QUEENS,1029410,150033,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57836693411735,-73.83742913678356,"(40.57836693411735, -73.83742913678356)"
24642290,12/21/2012 10:50:00 AM,01/30/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10469,3021 RADCLIFF AVE,RADCLIFF AVE,ADEE AVE,BURKE AVE,,,ADDRESS,BRONX,,N/A,Closed,,01/30/2013 12:00:00 AM,Unspecified BRONX,BRONX,1022854,256262,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8699700760335,-73.86042060404193,"(40.8699700760335, -73.86042060404193)"
24652774,12/23/2012 01:25:00 PM,12/24/2012 09:29:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11694,136 BEACH 117 STREET,BEACH 117 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,,,ADDRESS,Rockaway Park,,N/A,Closed,,12/24/2012 09:29:00 AM,14 QUEENS,QUEENS,1029410,150033,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57836693411735,-73.83742913678356,"(40.57836693411735, -73.83742913678356)"
24654248,12/24/2012 09:53:00 AM,12/24/2012 02:08:00 PM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11235,82 BRIGHTON 11 STREET,BRIGHTON 11 STREET,CASS PLACE,OCEAN VIEW AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/24/2012 02:08:00 PM,13 BROOKLYN,BROOKLYN,996177,150909,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58087838162449,-73.95706256504637,"(40.58087838162449, -73.95706256504637)"
24657322,12/24/2012 08:44:00 AM,12/24/2012 02:07:00 PM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11235,82 BRIGHTON 11 STREET,BRIGHTON 11 STREET,CASS PLACE,OCEAN VIEW AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/24/2012 02:07:00 PM,13 BROOKLYN,BROOKLYN,996177,150909,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58087838162449,-73.95706256504637,"(40.58087838162449, -73.95706256504637)"
24644091,12/21/2012 03:00:00 PM,12/28/2012 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11428,90-23 221 STREET,221 STREET,90 AVENUE,91 ROAD,,,ADDRESS,Queens Village,,N/A,Closed,,12/28/2012 12:00:00 AM,13 QUEENS,QUEENS,1056372,204430,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.727495796076255,-73.73978776585703,"(40.727495796076255, -73.73978776585703)"
24663051,12/26/2012 01:58:00 PM,01/31/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11236,8701 AVENUE A,AVENUE A,E 87 ST,E 88 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/31/2013 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1006353,176005,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.649742146864554,-73.9203466271851,"(40.649742146864554, -73.9203466271851)"
24662198,12/26/2012 04:15:00 PM,01/16/2013 08:10:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11223,2209 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,1 COURT,AVENUE S,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/16/2013 08:10:00 AM,15 BROOKLYN,BROOKLYN,994921,159111,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60339282538725,-73.96157123556928,"(40.60339282538725, -73.96157123556928)"
24663940,12/26/2012 01:55:00 PM,12/28/2012 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10472,1205 VIRGINIA AVENUE,VIRGINIA AVENUE,GLEASON AVENUE,ELLIS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/28/2012 12:00:00 AM,09 BRONX,BRONX,1022809,242002,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83083084492911,-73.86066532092681,"(40.83083084492911, -73.86066532092681)"
24651398,12/23/2012 08:38:00 PM,12/28/2012 10:40:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10040,82 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/28/2012 10:40:00 AM,12 MANHATTAN,MANHATTAN,1003476,251517,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85700996830241,-73.93049866103757,"(40.85700996830241, -73.93049866103757)"
24662204,12/26/2012 07:33:00 PM,01/24/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11693,88-00 SHORE FRONT PKWY,SHORE FRONT PKWY,BEACH 84 ST,BEACH 90 ST,,,ADDRESS,Far Rockaway,,N/A,Closed,,01/24/2013 12:00:00 AM,Unspecified QUEENS,QUEENS,1036476,152356,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58470428443194,-73.81197446338135,"(40.58470428443194, -73.81197446338135)"
24666440,12/26/2012 06:45:00 PM,12/27/2012 08:54:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11213,152 ALBANY AVENUE,ALBANY AVENUE,BERGEN STREET,ST MARKS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/27/2012 08:54:00 AM,08 BROOKLYN,BROOKLYN,1001208,185316,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.675310123809055,-73.93886442288002,"(40.675310123809055, -73.93886442288002)"
24664746,12/26/2012 02:00:00 PM,12/27/2012 08:29:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10472,1205 VIRGINIA AVENUE,VIRGINIA AVENUE,GLEASON AVENUE,ELLIS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2012 08:29:00 AM,09 BRONX,BRONX,1022809,242002,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83083084492911,-73.86066532092681,"(40.83083084492911, -73.86066532092681)"
24669660,12/27/2012 02:51:00 PM,12/28/2012 01:14:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10302,164 JOHN STREET,JOHN STREET,EATON PLACE,INNIS STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/28/2012 01:14:00 PM,01 STATEN ISLAND,STATEN ISLAND,944315,170587,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.634808460892614,-74.14388302927551,"(40.634808460892614, -74.14388302927551)"
24670573,12/27/2012 09:15:00 AM,12/28/2012 07:18:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11213,152 ALBANY AVENUE,ALBANY AVENUE,BERGEN STREET,ST MARKS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2012 07:18:00 AM,08 BROOKLYN,BROOKLYN,1001208,185316,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.675310123809055,-73.93886442288002,"(40.675310123809055, -73.93886442288002)"
24672802,12/27/2012 08:47:00 PM,12/28/2012 07:23:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10040,82 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/28/2012 07:23:00 AM,12 MANHATTAN,MANHATTAN,1003476,251517,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85700996830241,-73.93049866103757,"(40.85700996830241, -73.93049866103757)"
24674528,12/27/2012 09:16:00 AM,12/28/2012 09:44:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11697,109 BEACH 222 STREET,BEACH 222 STREET,BREEZY POINT BOULEVARD,DEAD END,,,ADDRESS,Breezy Point,,N/A,Closed,,12/28/2012 09:44:00 AM,14 QUEENS,QUEENS,1003861,141024,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.55373231774042,-73.92942869274769,"(40.55373231774042, -73.92942869274769)"
24674529,12/27/2012 09:17:00 AM,12/28/2012 07:20:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11213,152 ALBANY AVENUE,ALBANY AVENUE,BERGEN STREET,ST MARKS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2012 07:20:00 AM,08 BROOKLYN,BROOKLYN,1001208,185316,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.675310123809055,-73.93886442288002,"(40.675310123809055, -73.93886442288002)"
24669651,12/27/2012 01:26:00 PM,01/24/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11375,105-29 63 DR,63 DR,YELLOWSTONE BLVD,108 ST,,,ADDRESS,Forest Hills,,N/A,Closed,,01/24/2013 12:00:00 AM,Unspecified QUEENS,QUEENS,1025493,206454,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73324904517678,-73.85118480970853,"(40.73324904517678, -73.85118480970853)"
24680275,12/28/2012 12:05:00 PM,12/31/2012 08:45:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10003,353 EAST 17 STREET,EAST 17 STREET,N D PERLMAN PLACE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/31/2012 08:45:00 AM,06 MANHATTAN,MANHATTAN,989220,206561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73363749446277,-73.98206688512487,"(40.73363749446277, -73.98206688512487)"
24677603,12/28/2012 06:23:00 AM,12/28/2012 10:11:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10462,1980 UNIONPORT ROAD,UNIONPORT ROAD,SAGAMORE STREET,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,N/A,Closed,,12/28/2012 10:11:00 AM,11 BRONX,BRONX,1020622,249124,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85038791451787,-73.86852950607152,"(40.85038791451787, -73.86852950607152)"
24681150,12/28/2012 11:09:00 AM,01/16/2013 08:12:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10003,353 EAST 17 STREET,EAST 17 STREET,N D PERLMAN PLACE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/16/2013 08:12:00 AM,06 MANHATTAN,MANHATTAN,989220,206561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73363749446277,-73.98206688512487,"(40.73363749446277, -73.98206688512487)"
24681165,12/28/2012 03:32:00 PM,01/31/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10128,1670 YORK AVE,YORK AVE,E 87 ST,E 88 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,01/31/2013 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,999130,222389,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.777070197706855,-73.94627388112042,"(40.777070197706855, -73.94627388112042)"
24685213,12/29/2012 02:02:00 PM,01/16/2013 08:12:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11694,142 BEACH 120 STREET,BEACH 120 STREET,OCEAN PROMENADE,MEMORIAL CIRCLE,,,ADDRESS,Rockaway Park,,N/A,Closed,,01/16/2013 08:12:00 AM,14 QUEENS,QUEENS,1028716,149746,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57758268505142,-73.83992934019318,"(40.57758268505142, -73.83992934019318)"
24680381,12/28/2012 04:02:00 PM,12/31/2012 08:55:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11101,47-00 33 STREET,33 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,Long Island City,,N/A,Closed,,12/31/2012 08:55:00 AM,02 QUEENS,QUEENS,1003052,209755,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74238564279763,-73.93214834401878,"(40.74238564279763, -73.93214834401878)"
24688538,12/30/2012 03:32:00 PM,01/16/2013 08:13:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10034,685 ACADEMY STREET,ACADEMY STREET,COOPER STREET,SEAMAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/16/2013 08:13:00 AM,12 MANHATTAN,MANHATTAN,1004838,255242,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86723089460547,-73.92556363683735,"(40.86723089460547, -73.92556363683735)"
24682076,12/28/2012 04:32:00 PM,12/31/2012 09:02:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11692,310 BEACH 68 STREET,BEACH 68 STREET,DEAD END,BEACH CHANNEL DRIVE,,,ADDRESS,Arverne,,N/A,Closed,,12/31/2012 09:02:00 AM,14 QUEENS,QUEENS,1040622,154879,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59160400116235,-73.79702692002746,"(40.59160400116235, -73.79702692002746)"
24680382,12/28/2012 04:20:00 PM,12/31/2012 08:57:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11204,1751 68 STREET,68 STREET,17 AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/31/2012 08:57:00 AM,11 BROOKLYN,BROOKLYN,986174,164462,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61808643616824,-73.99306970142835,"(40.61808643616824, -73.99306970142835)"
24699313,01/01/2013 10:01:00 AM,01/16/2013 08:11:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11694,121-16 OCEAN PROM,OCEAN PROM,BEND,BEACH 122 STREET,,,ADDRESS,Rockaway Park,,N/A,Closed,,01/16/2013 08:11:00 AM,14 QUEENS,QUEENS,1028633,149216,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57612835759772,-73.84023160641762,"(40.57612835759772, -73.84023160641762)"
24699337,01/01/2013 10:32:00 AM,01/31/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10467,814 TILDEN ST,TILDEN ST,BARNES AVE,BRONXWOOD AVE,,,ADDRESS,BRONX,,N/A,Closed,,01/31/2013 12:00:00 AM,Unspecified BRONX,BRONX,1022643,258769,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.876851932320264,-73.8611691434298,"(40.876851932320264, -73.8611691434298)"
24700291,01/01/2013 10:21:00 PM,01/07/2013 11:39:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10029,315 EAST 102 STREET,EAST 102 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/07/2013 11:39:00 AM,11 MANHATTAN,MANHATTAN,999822,226311,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.787833852003956,-73.9437662377238,"(40.787833852003956, -73.9437662377238)"
24694113,12/31/2012 08:22:00 AM,12/31/2012 11:30:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11209,9030 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,90 STREET,92 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/31/2012 11:30:00 AM,10 BROOKLYN,BROOKLYN,976772,164295,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.617625108974124,-74.0269357667934,"(40.617625108974124, -74.0269357667934)"
24708031,01/02/2013 09:54:00 AM,01/31/2013 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11412,113-06 204 ST,204 ST,113 AVE,MURDOCK AVE,,,ADDRESS,Saint Albans,,N/A,Closed,,01/31/2013 12:00:00 AM,Unspecified QUEENS,QUEENS,1053122,195140,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70202297043028,-73.75160856699553,"(40.70202297043028, -73.75160856699553)"
24711521,01/03/2013 07:51:00 PM,01/04/2013 08:58:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11694,219 BEACH 147 STREET,BEACH 147 STREET,ROCKAWAY BEACH BOULEVARD,NEPONSIT AVENUE,,,ADDRESS,Rockaway Park,,N/A,Closed,,01/04/2013 08:58:00 AM,14 QUEENS,QUEENS,1022402,147111,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57037955592161,-73.86267358495633,"(40.57037955592161, -73.86267358495633)"
