"","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
"905",68.339996,70.400002,68.199997,69.900002,7761200,22.131803
"906",69.75,69.900002,68,68.449997,8403400,21.672701
"907",68.459999,68.540001,67.599998,68.050003,6096400,21.546054
"908",68.150002,69.209999,68.07,69.120003,5208400,21.884839
"909",68.5,68.940002,68.050003,68.610001,5611000,21.723361
"910",68.779999,68.879997,67.790001,68.18,6636200,21.587214
"911",68.230003,68.529999,67.550003,68.5,5158800,21.688533
"912",68.68,68.699997,67.900002,68.150002,4651400,21.577716
"913",68.650002,69,68.300003,68.32,4782400,21.631541
"914",68.32,68.800003,67.82,68.110001,5004200,21.565051
"915",68.120003,68.120003,66.82,66.849998,6352200,21.166108
"916",66.400002,66.580002,65.639999,65.699997,8907600,20.801993
"917",65.449997,65.519997,64.650002,64.970001,8201400,20.570861
"918",64.830002,64.970001,63.27,63.540001,7238600,20.118093
"919",63.450001,63.650002,61.310001,61.849998,9717000,19.583003
"920",62.220001,63.400002,62.099998,62.950001,7359800,19.931287
"921",63.970001,65.699997,63.650002,65.300003,9937800,20.675347
"922",65.480003,65.739998,63.540001,64.199997,7353600,20.327062
"923",62.25,64.870003,62.110001,64.400002,16914200,20.390387
"924",64.410004,65.709999,64.25,65.650002,7417600,20.786164
"925",64.800003,66.019997,64.239998,65.470001,7440600,20.729172
"926",65.800003,65.949997,64.529999,65.07,7341200,20.602523
"927",65.07,65.07,63.57,64.650002,5751000,20.469543
"928",64.599998,64.870003,63.25,63.720001,5593400,20.175085
"929",63.849998,64.940002,63.75,64.940002,5413200,20.561363
"930",65.099998,65.720001,64,64.529999,6424000,20.431547
"931",63.830002,64.099998,62.950001,63.080002,4477600,20.191479
"932",62.900002,63.549999,62.220001,63,4877000,20.165871
"933",63.049999,64.080002,62.790001,63.73,4650600,20.399539
"934",64.32,64.769997,63.830002,64,5383600,20.485964
"935",64.010002,64.519997,64.010002,64.410004,4265800,20.617203
"936",65,65.25,63.5,63.5,6267600,20.325917
"937",64.099998,64.900002,63.490002,64.050003,6524600,20.501969
"938",64.169998,64.690002,63.970001,64.410004,6730000,20.617203
"939",64.419998,64.949997,63.639999,64.190002,6954400,20.546782
"940",63.919998,64.739998,63.75,64.080002,5161200,20.511572
"941",64.739998,64.739998,63.779999,64.160004,7460200,20.53718
"942",64.160004,64.720001,64.07,64.169998,6425400,20.540379
"943",64.529999,65.050003,64.360001,64.540001,5016800,20.658814
"944",64.699997,64.93,64.480003,64.650002,4415000,20.694025
"945",64.800003,65.949997,64.629997,65.949997,7056600,21.110145
"946",65.959999,66.029999,65.019997,65.379997,7427800,20.927692
"947",64.800003,65.720001,64.269997,65.260002,7612600,20.889282
"948",65.199997,65.410004,63.779999,63.900002,6945000,20.453955
"949",64.550003,64.660004,63.549999,63.740002,5840000,20.40274
"950",63.740002,63.740002,61.700001,63.049999,9503600,20.181875
"951",64.150002,64.150002,63.330002,63.66,7102200,20.377132
"952",63.82,64.25,63.150002,64.190002,6675400,20.546782
"953",63.599998,65.150002,63.599998,64.709999,8107800,20.71323
"954",64.709999,65.800003,64.059998,65.629997,8186800,21.007715
"955",65.699997,66.099998,65.360001,65.830002,8531000,21.071735
"956",65.830002,66.440002,65.339996,65.800003,8258200,21.062133
"957",66.650002,66.650002,65.660004,66,10628400,21.12615
"958",65.550003,65.919998,64.699997,64.980003,6352800,20.799656
"959",65.230003,66.25,65.110001,66.019997,6984200,21.132551
"960",66.25,66.360001,65.599998,65.800003,7280200,21.062133
"961",65.199997,65.879997,64.800003,65.199997,6797800,20.870075
"962",65,65.75,64.949997,65.25,5516600,20.88608
"963",64.800003,65.209999,64.300003,64.650002,7507400,20.694025
"964",64.809998,65.720001,64.75,65.489998,5577200,20.962902
"965",65.860001,65.949997,64.889999,65.080002,5068000,20.831665
"966",64.75,65.290001,64.199997,64.400002,7024000,20.614002
"967",64.75,64.949997,64.309998,64.940002,5475400,20.786852
"968",65.75,65.809998,64.300003,64.400002,7616800,20.614002
"969",64.099998,64.559998,63.889999,64.199997,5433800,20.549981
"970",64.650002,65.269997,63.990002,64.199997,5547800,20.549981
"971",64.150002,64.269997,63.59,64.080002,3973200,20.511572
"972",63.959999,64.18,63.25,63.560001,5350200,20.345123
"973",63.57,64.419998,63.459999,63.919998,4464400,20.460356
"974",63.849998,64.160004,63.349998,64.029999,5741600,20.495566
"975",64.400002,64.400002,63.290001,63.5,5730800,20.325917
"976",63.450001,64.080002,63.450001,64.050003,4547800,20.501969
"977",64.43,64.68,63.950001,64.68,5413200,20.703627
"978",64.68,65.360001,63.950001,65.160004,6737200,20.857273
"979",64.900002,65.029999,63.919998,64.879997,7571400,20.767645
"980",64.150002,64.800003,64.010002,64.080002,5867600,20.511572
"981",63.700001,63.75,62.52,63.400002,6911400,20.293908
"982",63.43,64.5,63,63.799999,4992200,20.421945
"983",63.259998,63.810001,62.98,63.200001,7211200,20.22989
"984",63,63.34,62.610001,62.810001,9707600,20.105053
"985",63.150002,63.41,62.130001,63,9569800,20.165871
"986",63.900002,65.599998,63.810001,65.349998,11495000,20.918089
"987",66,67.400002,65.760002,67.18,11924200,21.50386
"988",67.199997,68,66.910004,67.18,9196600,21.50386
"989",67.169998,67.169998,66.349998,66.650002,6732600,21.334211
"990",66.660004,67.629997,66.360001,67.339996,5285000,21.555074
"991",67.339996,67.68,66.800003,67.550003,5748600,21.622296
"992",67.599998,68.589996,67.25,68.25,5910200,21.84636
"993",68.25,69.279999,68.010002,68.650002,6031000,21.974398
"994",69.150002,69.150002,67.459999,67.82,11070600,21.70872
"995",67.120003,67.629997,66.800003,67.129997,6373200,21.711953
"996",67.139999,67.720001,66.970001,67.300003,5445600,21.766938
"997",66.849998,67.099998,66.309998,66.309998,4363400,21.446739
"998",66.599998,66.919998,66.199997,66.669998,5119200,21.563175
"999",66.669998,67.760002,66.110001,67.699997,9603800,21.896309
"1000",67.449997,67.900002,67.120003,67.449997,6927000,21.815451
"1001",67.449997,68.980003,67.220001,68.43,8032400,22.132415
"1002",68.5,71.400002,68.32,70.650002,13054800,22.850433
"1003",69.239998,71.25,69.239998,70.610001,9311600,22.837496
"1004",70.849998,70.970001,69.910004,70.169998,6113600,22.695185
"1005",70.349998,71.400002,70.32,70.940002,7450200,22.944229
"1006",71.5,72.800003,71.029999,72.080002,8439800,23.31294
"1007",72.080002,73,71.949997,72.940002,6333600,23.591092
"1008",72.970001,73.919998,72.620003,73.779999,6594400,23.862773
"1009",73.779999,74.360001,73.300003,74.269997,5519600,24.021254
"1010",74.300003,74.839996,73.529999,74.260002,8110000,24.018021
"1011",73.849998,74.050003,73.269997,73.610001,5054400,23.80779
"1012",74.150002,74.449997,73.849998,74.230003,5235200,24.008319
"1013",74.730003,75.730003,74.5,75.610001,5453600,24.454653
"1014",75.720001,76.230003,74.790001,75.620003,5044200,24.457888
"1015",75.620003,75.690002,74.300003,75.050003,4871600,24.273532
"1016",74.550003,75.080002,74.18,74.940002,7794400,24.237955
"1017",74.940002,74.940002,73.550003,74.309998,6658800,24.034191
"1018",74.309998,74.650002,73.660004,74.190002,5370000,23.995381
"1019",74.190002,74.279999,72.779999,73.730003,4667400,23.846603
"1020",74.150002,74.699997,73.720001,73.800003,5976000,23.869243
"1021",73.550003,73.849998,72.779999,73.620003,5670600,23.811025
"1022",73.620003,74,73.330002,73.809998,5886400,23.872475
"1023",73.5,74.5,73.300003,73.400002,4846400,23.73987
"1024",73,73.5,72.849998,73.18,4273400,23.668714
"1025",72.800003,73.300003,72.199997,72.379997,5176600,23.409968
"1026",72.349998,72.849998,71.800003,72.199997,4754600,23.351751
"1027",72.199997,72.650002,71.07,72.449997,6531600,23.432608
"1028",72.449997,72.650002,71.650002,72.650002,5998200,23.497296
"1029",72.5,72.5,71.599998,71.93,3432400,23.264425
"1030",72.25,73.43,72.150002,73.300003,6024800,23.707527
"1031",73.050003,73.580002,72.699997,73.470001,4588400,23.76251
"1032",73.43,73.470001,72.610001,72.800003,4188400,23.545811
"1033",72.800003,72.800003,71.519997,72.07,5520800,23.309705
"1034",72.32,73.040001,72.040001,73,3591600,23.610497
"1035",73.199997,73.449997,72.059998,72.190002,4050600,23.348518
"1036",72.199997,72.239998,71.160004,71.360001,5802200,23.080069
"1037",71.379997,71.75,71.139999,71.459999,5281400,23.112412
"1038",71.459999,71.900002,70.900002,71.5,6226600,23.12535
"1039",71.900002,72.910004,71.550003,72.739998,6720200,23.526404
"1040",72.699997,72.800003,71.709999,72.099998,5458000,23.319408
"1041",72.68,72.949997,71.82,72.550003,5574000,23.464954
"1042",72.599998,72.879997,71.550003,72.019997,3897800,23.293533
"1043",72.25,72.790001,71.599998,71.800003,4788800,23.22238
"1044",71.699997,72.800003,71.510002,72.730003,4641400,23.523171
"1045",72.599998,72.980003,72.099998,72.580002,4955200,23.474656
"1046",72.25,72.440002,71.5,71.800003,4335200,23.22238
"1047",72.099998,72.300003,71.519997,71.800003,3954000,23.22238
"1048",72.5,73.25,71.550003,72.110001,4655400,23.322643
"1049",72.290001,72.449997,71.029999,71.050003,5718800,22.979806
"1050",71.010002,71.300003,70.050003,70.669998,6778200,22.856901
"1051",70.75,71.400002,70.370003,70.800003,5414000,22.898949
"1052",70.75,71.480003,70.5,70.879997,6050600,22.924821
"1053",70.93,72.470001,70.75,72.260002,4744000,23.371158
"1054",72.760002,72.940002,71.959999,72.800003,4419000,23.545811
"1055",73.040001,73.769997,72.900002,73.199997,4209200,23.675182
"1056",73.349998,73.970001,72.959999,73.910004,5305600,23.904821
"1057",74.25,74.290001,73.029999,73.239998,4291000,23.68812
"1058",73.720001,74.25,73.239998,74.239998,5972400,24.011551
"1059",73.050003,73.199997,72.620003,72.82,3850400,23.786168
"1060",73.050003,73.099998,72.5,72.580002,4823000,23.707775
"1061",72.580002,72.779999,71.650002,72.099998,5252600,23.550985
"1062",72.099998,72.790001,71.889999,72.599998,4069200,23.714307
"1063",72.669998,73.150002,72.309998,72.779999,4073000,23.773102
"1064",73,73,71.540001,71.809998,3748800,23.456258
"1065",72,72.529999,71.800003,72.349998,3327800,23.632646
"1066",72.199997,72.550003,71.5,72.199997,4544600,23.583649
"1067",72.150002,72.699997,72.150002,72.290001,3284400,23.613048
"1068",72.349998,73.209999,71.879997,73.169998,5356600,23.900493
"1069",73.169998,73.410004,72.699997,72.870003,3713000,23.802502
"1070",72.980003,73.769997,72.529999,73.709999,7746200,24.076881
"1071",73.900002,74.559998,73.660004,73.940002,5783000,24.15201
"1072",73.940002,74.150002,73.519997,73.699997,4810600,24.073614
"1073",73.550003,73.639999,72.419998,73.019997,6334000,23.851496
"1074",73,74.019997,72.980003,74.019997,5088400,24.17814
"1075",73.989998,73.989998,73.129997,73.419998,4188400,23.982154
"1076",73.650002,73.849998,72.669998,72.989998,7344000,23.841697
"1077",73.599998,73.900002,73.239998,73.5,4241200,24.008286
"1078",73.300003,73.510002,72.400002,72.949997,5623400,23.828631
"1079",72.559998,73.150002,72.279999,72.75,3976600,23.763304
"1080",72.93,73.199997,72.449997,73,3945600,23.844964
"1081",73.019997,73.099998,72.269997,72.269997,5089800,23.606514
"1082",72.269997,72.449997,72.029999,72.25,5190200,23.599982
"1083",72.25,72.620003,71.949997,72.360001,4094000,23.635913
"1084",72,72.360001,71.519997,72.199997,4282600,23.583649
"1085",72.349998,72.800003,72.019997,72.519997,3701000,23.688174
"1086",73.019997,73.589996,72.269997,72.330002,5154400,23.626114
"1087",72.400002,72.879997,71.760002,71.760002,4382800,23.439927
"1088",71.550003,71.910004,71.32,71.480003,5081800,23.348468
"1089",71.559998,72.099998,71.139999,71.699997,4338200,23.420327
"1090",71.5,71.800003,70.699997,71.449997,4992200,23.338666
"1091",71.599998,73.160004,71.57,73.129997,5577000,23.887427
"1092",72.699997,73.150002,72.150002,72.800003,4880600,23.779637
"1093",73.400002,73.760002,72.900002,73.080002,5109400,23.871096
"1094",73.699997,73.889999,73.300003,73.699997,3197000,24.073614
"1095",73.349998,74.080002,73.050003,73.980003,4397000,24.165076
"1096",74.150002,74.169998,73.25,73.360001,3736600,23.962556
"1097",73.470001,74.059998,73.150002,73.529999,5623600,24.018085
"1098",73.580002,74.150002,73.559998,73.800003,3767200,24.10628
"1099",74.150002,74.919998,74,74.449997,3576600,24.318596
"1100",74.459999,75,74.019997,74.989998,4280200,24.494984
"1101",75,75,73.800003,74,5587200,24.171608
"1102",74.050003,74.739998,74.029999,74.230003,4157600,24.246737
"1103",74.550003,74.620003,73.519997,73.730003,3698400,24.083415
"1104",73.599998,74.379997,73.410004,74.309998,4055000,24.272866
"1105",74.32,74.650002,73.860001,74.269997,5703000,24.2598
"1106",74.269997,74.269997,73.25,73.489998,4113200,24.005019
"1107",73.489998,73.970001,72.82,73.809998,5432800,24.109545
"1108",73.5,73.599998,72.559998,73.120003,4448400,23.884162
"1109",73.120003,73.330002,72.57,72.830002,3825800,23.789436
"1110",72.949997,73.480003,72.839996,73.389999,4341600,23.972355
"1111",73.379997,73.599998,72.980003,73.099998,5584000,23.877628
"1112",71.410004,73,71,71.760002,10220200,23.439927
"1113",73,74.980003,72.860001,74.300003,10454800,24.269602
"1114",74.550003,75,73.849998,73.93,8630400,24.148743
"1115",73.779999,74.190002,73.449997,73.910004,5056600,24.142211
"1116",73.910004,74.050003,73.400002,73.669998,3871000,24.063815
"1117",73.57,74.309998,73.160004,74.150002,3762400,24.220605
"1118",74.75,74.870003,74.150002,74.550003,3685000,24.351263
"1119",74.580002,74.720001,73.75,73.809998,3618200,24.109545
"1120",73.809998,74.300003,73.589996,74.150002,2362000,24.220605
"1121",74.150002,74.980003,74.150002,74.709999,3702400,24.403524
"1122",74.800003,75.849998,74.760002,75.75,6320400,24.743234
"1123",74.5,74.949997,74.010002,74.269997,7216200,24.495866
"1124",74.269997,74.269997,73.269997,73.599998,4356200,24.274886
"1125",73.800003,74.080002,73.480003,73.75,5721000,24.32436
"1126",73.150002,74.440002,73.150002,74.199997,4635200,24.472778
"1127",71.970001,74.75,71.139999,74,4330000,24.406815
"1128",74.07,74.5,73.400002,73.480003,4276200,24.235309
"1129",73.900002,74.540001,73.800003,74.019997,4727600,24.41341
"1130",74.029999,74.809998,73.889999,74.57,4382800,24.594813
"1131",74.699997,75.480003,74.68,75.25,5423600,24.819092
"1132",75.470001,75.470001,75.029999,75.099998,1973000,24.769619
"1133",76.620003,76.620003,75.25,75.699997,6428800,24.967511
"1134",75.599998,76.440002,75.580002,75.639999,5209600,24.947723
"1135",76.099998,77.080002,76.07,76.099998,5232800,25.09944
"1136",76.110001,77.849998,76.110001,77.620003,5345200,25.600771
"1137",77.599998,78.150002,77.540001,78,5863400,25.726102
"1138",77.989998,78.650002,77.709999,78.610001,7362400,25.927294
"1139",79.349998,79.830002,78.830002,78.879997,5398600,26.016345
"1140",79,79.029999,78.489998,78.68,6390600,25.950381
"1141",78.849998,79.730003,78.650002,79.5,5451600,26.220835
"1142",79.870003,80.449997,79.349998,80.25,4521600,26.468201
"1143",80.260002,80.75,78.949997,78.949997,6465200,26.039432
"1144",79.110001,80.940002,79.110001,80.699997,5588800,26.61662
"1145",81.199997,82.190002,80.949997,81.800003,5529600,26.979426
"1146",82.75,84.129997,82.510002,83.550003,8533000,27.556614
"1147",83.650002,83.68,83.160004,83.269997,8155400,27.464262
"1148",83.220001,83.440002,82.730003,83.349998,4186400,27.490649
"1149",83.349998,83.599998,82.879997,83.18,3513600,27.43458
"1150",83.18,84.239998,83.139999,83.349998,2069600,27.490649
"1151",83.849998,84.25,83.82,83.849998,1484400,27.65556
"1152",84.300003,85.650002,83.150002,85.5,5595800,28.199766
"1153",85.449997,86.730003,85.43,86.059998,5159400,28.384465
"1154",86.449997,86.989998,86.040001,86.389999,5382200,28.493307
"1155",86.480003,86.949997,85.519997,85.889999,4864400,28.328396
"1156",86.550003,87.639999,86.449997,87.550003,4926400,28.875902
"1157",86.620003,87.279999,86.199997,87.07,7413600,28.717586
"1158",86.849998,86.860001,85.459999,85.959999,8500200,28.351484
"1159",85.5,86.050003,85.089996,86.050003,6397400,28.381169
"1160",85.900002,85.900002,84.330002,85.120003,8581800,28.074435
"1161",85.32,85.669998,84.529999,84.699997,6554200,27.935908
"1162",84.849998,85.129997,84.300003,84.699997,5363400,27.935908
"1163",84.699997,85.849998,84.32,85.599998,4140000,28.232748
"1164",85.879997,85.900002,84.419998,84.43,6490400,27.846857
"1165",84.440002,84.93,83.989998,84.720001,6196000,27.942505
"1166",85.050003,86.290001,85.019997,86.029999,4270200,28.374571
"1167",86.199997,87.129997,86.139999,86.779999,5420800,28.621938
"1168",87.580002,87.949997,86.699997,87.150002,6254600,28.743973
"1169",87.169998,87.360001,86.639999,86.900002,4802400,28.661517
"1170",86.849998,87.620003,86.370003,87.599998,5293800,28.892391
"1171",87.610001,88.519997,87.5,87.699997,5513600,28.925373
"1172",87.699997,88.169998,86.410004,86.730003,5539000,28.605448
"1173",87.150002,87.800003,86.300003,87.309998,5505600,28.796743
"1174",87.309998,87.309998,85.800003,86.349998,5792200,28.480114
"1175",86.32,86.68,85.589996,86.190002,5396600,28.427344
"1176",86,86.400002,85.720001,85.849998,3890600,28.315203
"1177",85.699997,85.699997,84.959999,85.150002,4416000,28.084329
"1178",85.300003,85.32,84.269997,85.029999,3663000,28.044749
"1179",84.849998,85.650002,84.720001,85.419998,5917200,28.17338
"1180",85.480003,86.029999,85.309998,85.779999,3973000,28.292116
"1181",85.580002,86.879997,85.230003,86.540001,4509200,28.542781
"1182",86.57,88,86.379997,87.57,5651600,28.882497
"1183",87.559998,87.82,87.150002,87.419998,3955400,28.833023
"1184",87.18,87.209999,86.370003,86.519997,4212800,28.776481
"1185",87.25,87.540001,87.129997,87.32,3986000,29.042561
"1186",87.400002,87.400002,86.449997,86.620003,3480600,28.809743
"1187",87.050003,87.459999,86.510002,86.580002,3801200,28.796439
"1188",87.150002,87.349998,86.040001,86.610001,4234000,28.806416
"1189",86.849998,88.540001,86.849998,88.339996,6272600,29.381811
"1190",88.349998,88.989998,87.919998,88.18,5530200,29.328597
"1191",88.190002,88.389999,87.650002,87.839996,3647600,29.215512
"1192",87.849998,88.300003,87.419998,88.110001,4201400,29.305315
"1193",88.300003,88.900002,88.209999,88.349998,4430400,29.385138
"1194",88.75,90.580002,88.75,90.269997,6581400,30.023728
"1195",89.769997,90.040001,89.050003,89.279999,5277000,29.694456
"1196",89.290001,89.989998,88.790001,89.830002,4035400,29.877386
"1197",89.830002,89.839996,89.199997,89.330002,2974800,29.711087
"1198",89.190002,90.400002,89.150002,90.220001,4360600,30.0071
"1199",90.349998,91.419998,90.269997,90.699997,5735400,30.166746
"1200",90.699997,90.699997,89.919998,90.010002,5343400,29.937254
"1201",90.019997,90.5,88.540001,88.730003,6830000,29.511527
"1202",88.449997,88.760002,86.769997,86.93,6864400,28.912848
"1203",87.129997,88.449997,86.699997,88.449997,4950800,29.418398
"1204",88.449997,89.019997,87.599998,87.660004,5594800,29.155646
"1205",88,88.209999,87.230003,87.68,3775800,29.162297
"1206",88.080002,89.389999,88.029999,88.919998,3594800,29.57472
"1207",88.269997,89.949997,88.269997,89.75,4939000,29.850778
"1208",89.529999,89.75,88.199997,88.199997,4519800,29.335248
"1209",87.349998,88.199997,87.059998,87.300003,4345400,29.035911
"1210",87.75,88.089996,86.610001,87.470001,5199400,29.092452
"1211",87.510002,87.599998,85.519997,85.879997,5385800,28.563618
"1212",86.099998,86.18,84.389999,84.68,7418200,28.1645
"1213",84.75,86,84.339996,85.339996,7657200,28.384014
"1214",85.650002,86.040001,85.18,85.379997,5664200,28.397318
"1215",85.629997,87.169998,85.400002,87.080002,6641400,28.962738
"1216",87.190002,88.239998,86.360001,87.779999,7320200,29.195557
"1217",87.949997,88.949997,87.900002,87.959999,9258800,29.255425
"1218",88.400002,88.690002,87.900002,88.029999,5817800,29.278707
"1219",88.150002,89.150002,88.089996,89.059998,4525400,29.621283
"1220",89.059998,89.639999,88.739998,89.050003,3974800,29.617959
"1221",89.169998,89.980003,88.889999,89.75,5356600,29.850778
"1222",90,90.580002,89.610001,89.940002,6016600,29.913972
"1223",90.050003,91.970001,90.050003,91.470001,5520600,30.422849
"1224",91.5,92.099998,90.760002,90.760002,11384200,30.186703
"1225",90.349998,91.650002,90.309998,91,6705200,30.266527
"1226",91.040001,92.040001,90.699997,91.5,5003400,30.432826
"1227",92.300003,92.300003,91.099998,91.730003,5050400,30.509325
"1228",91.730003,92.449997,91.589996,91.870003,4925000,30.555889
"1229",91.099998,91.720001,90.019997,90.019997,6162000,29.940578
"1230",89.900002,90.260002,89.110001,89.870003,6093600,29.89069
"1231",89.599998,91.849998,89.589996,91.800003,5308800,30.532607
"1232",91.809998,91.809998,90.919998,91.690002,5360800,30.496021
"1233",91.949997,92.900002,91.949997,92.25,5662200,30.682276
"1234",92.300003,94.160004,92.300003,92.889999,6423800,30.895139
"1235",93.050003,93.25,91.650002,91.739998,5644400,30.512649
"1236",91.599998,91.980003,89.790001,90.349998,6123200,30.050337
"1237",91.400002,92.589996,91.339996,91.5,7968400,30.432826
"1238",91.610001,93.650002,91.400002,93.190002,6451600,30.99492
"1239",93.349998,94.290001,92.940002,93.080002,6945600,30.958333
"1240",92.699997,94.650002,92.519997,94.389999,7227000,31.394038
"1241",94.199997,94.480003,92.82,93.519997,5419600,31.104675
"1242",92.879997,93.300003,91.610001,91.650002,5225600,30.482717
"1243",90.5,90.75,88.019997,89.169998,8857600,29.657869
"1244",89.169998,91,89.169998,90.959999,6580200,30.253222
"1245",90.699997,92.07,90.629997,91.830002,8284200,30.542584
"1246",91.540001,92.660004,91.470001,91.870003,7424600,30.555889
"1247",91.949997,93.400002,91.949997,92.690002,7829200,30.82862
"1248",92.050003,92.650002,91.150002,91.550003,6860600,30.691172
"1249",91.550003,91.550003,89.660004,90.190002,6067800,30.235246
"1250",90.43,90.980003,89.510002,89.910004,7408800,30.141379
"1251",89.82,90.459999,89.5,89.5,4789800,30.00393
"1252",90,90.440002,89.150002,89.610001,6480000,30.040806
"1253",89.900002,90.389999,88.800003,90.169998,7448200,30.22854
"1254",91.099998,92.139999,91,91.669998,7524800,30.731399
"1255",91.669998,92,90.949997,90.980003,7352200,30.500085
"1256",91.029999,91.129997,90.019997,90.209999,6381600,30.24195
"1257",90,90.779999,89.75,90.400002,4662000,30.305646
"1258",90.809998,91.739998,90.809998,91.300003,7680200,30.607362
"1259",91.699997,91.889999,91.349998,91.370003,7268000,30.630829
"1260",91.410004,91.730003,90.589996,90.940002,5605000,30.486676
"1261",90.910004,91.050003,89.949997,90.199997,5209600,30.238596
"1262",90.589996,92.160004,90.529999,92.160004,4714800,30.895668
"1263",92.489998,92.550003,90.639999,91.150002,8511200,30.557075
"1264",90.599998,90.650002,89.529999,90,8362000,30.17155
"1265",90.550003,91.290001,90.160004,90.790001,6607600,30.436389
"1266",90.099998,90.279999,89.769997,90,6121200,30.17155
"1267",90.330002,91.18,90.230003,90.599998,6954200,30.372693
"1268",91.300003,92.339996,91.300003,91.989998,6133200,30.838675
"1269",92.199997,92.940002,92.120003,92.779999,5142800,31.103515
"1270",92.800003,93.68,92.760002,93.419998,7786200,31.318068
"1271",93.349998,93.870003,92.769997,93.300003,5152800,31.277841
"1272",93,94.080002,92.720001,93.830002,5413000,31.455517
"1273",93.980003,95,93.860001,94.879997,5801200,31.807517
"1274",94.699997,94.980003,94.400002,94.400002,5038200,31.646604
"1275",94.410004,94.769997,93.389999,93.389999,6817000,31.308011
"1276",93.639999,93.800003,92.510002,92.82,5683800,31.116925
"1277",92.650002,93.650002,92.610001,93.440002,4717400,31.324774
"1278",93.449997,94.190002,93.040001,94.110001,7178200,31.549384
"1279",94.050003,94.379997,92.75,93.470001,6522200,31.334831
"1280",93.470001,94.529999,92.919998,93.25,5270000,31.261078
"1281",93.400002,93.989998,93.139999,93.389999,6902000,31.308011
"1282",93.360001,93.440002,92.870003,93.440002,5749000,31.324774
"1283",92.959999,93.970001,92.959999,93.349998,4845400,31.294601
"1284",93.639999,94.43,93.620003,93.949997,4112800,31.495744
"1285",93.900002,94.019997,93.279999,93.800003,3608600,31.445461
"1286",93.769997,94.290001,93,93.980003,4403000,31.505804
"1287",93.82,94.980003,93.82,94.75,4920800,31.763937
"1288",94.860001,95.57,94.610001,94.790001,5668200,31.777347
"1289",95.589996,96.160004,94.849998,95.400002,5154200,31.981843
"1290",95.269997,95.910004,94.800003,95.169998,5044800,31.904737
"1291",94.919998,95.209999,94.620003,94.769997,4362200,31.770641
"1292",94.779999,95.290001,93.93,93.93,5260400,31.489041
"1293",93.93,94.699997,93.690002,94.239998,4636600,31.592964
"1294",94.239998,94.440002,93.480003,93.699997,3819400,31.411935
"1295",93.900002,94.099998,93.110001,93.459999,4651000,31.331478
"1296",93.120003,94.099998,92.980003,93.849998,3656200,31.462221
"1297",93.690002,94.68,93.239998,94.309998,8089200,31.616431
"1298",94.849998,95.480003,94.330002,95.480003,5495400,32.008663
"1299",96.5,96.5,95.010002,95.650002,6558000,32.065653
"1300",95.650002,96.650002,95.089996,96.480003,5038400,32.343902
"1301",96.480003,98.849998,96.480003,98.660004,9362000,33.074724
"1302",98.660004,98.660004,96.599998,96.599998,7662400,32.384129
"1303",97,97.309998,95.720001,95.800003,6718600,32.115939
"1304",95.800003,96.139999,93.610001,93.82,6867200,31.452164
"1305",94.07,95.480003,93.980003,94.629997,7117000,31.723707
"1306",94.879997,95.099998,93.900002,94.269997,5591600,31.603021
"1307",94.269997,94.940002,93.849998,94.870003,7666600,31.804167
"1308",94.779999,95.489998,94.25,94.370003,6031200,31.636547
"1309",94.360001,95.760002,94.360001,95.599998,4937000,32.04889
"1310",95.599998,96.75,95.349998,96.660004,5248600,32.404246
"1311",95.650002,95.739998,93.870003,94.139999,7963400,31.822821
"1312",94.339996,94.709999,93.830002,94.169998,8491200,31.832962
"1313",94.150002,94.400002,92.900002,93.099998,9565800,31.471262
"1314",93.559998,94.809998,93.379997,94.18,6694000,31.836343
"1315",94.150002,94.330002,92.989998,93.120003,6510600,31.478024
"1316",93.129997,93.370003,92.419998,93.300003,5253200,31.538871
"1317",93.309998,93.980003,93.300003,93.800003,4795800,31.70789
"1318",93.68,94.730003,93.629997,94.510002,4449600,31.947896
"1319",94.860001,95.699997,94.849998,95.25,4396800,32.198043
"1320",95.989998,96.440002,95.470001,95.5,5669600,32.282552
"1321",95.790001,97.5,95.730003,97.5,6436800,32.958626
"1322",97.599998,98.900002,97.5,98.669998,7270000,33.354129
"1323",98.779999,99.739998,98.379997,99.709999,5704800,33.705688
"1324",99.660004,100.25,99.330002,99.769997,5979000,33.72597
"1325",99.269997,100.089996,98.529999,99.919998,9681000,33.776676
"1326",99.769997,100.139999,99.550003,99.800003,7900600,33.736113
"1327",99.800003,101.129997,99.800003,101.080002,6432600,34.1688
"1328",101.330002,101.449997,100.050003,100.050003,8865600,33.820622
"1329",50.849998,50.939999,50.27,50.939999,6228700,34.439228
"1330",51,51.490002,50.880001,51.220001,6138200,34.628531
"1331",51.299999,51.459999,51.009998,51.040001,6101900,34.506837
"1332",51.040001,51.189999,50.810001,50.970001,4272600,34.459512
"1333",51.200001,51.990002,51.200001,51.939999,7043200,35.115303
"1334",52,52.490002,51.950001,52.029999,5932500,35.176149
"1335",52.209999,53.639999,52.200001,53.52,7350200,36.183501
"1336",53.27,53.490002,52.950001,53.139999,8423800,35.926592
"1337",53,53,52.209999,52.32,6684900,35.372212
"1338",52.580002,53.200001,52.540001,52.830002,5121600,35.717011
"1339",53.029999,53.779999,52.75,53.700001,6119000,36.305195
"1340",54,54.490002,53.880001,54.07,7390100,36.555342
"1341",54.02,54.200001,53.509998,53.630001,8774700,36.25787
